word,sentence,pair,re-sentence
guess,"Well, I guess we just find a divorce lawyer? ",estimate,"Well, I estimate we just find a divorce lawyer?"
find,"Well, I guess we just find a divorce lawyer? ",locate,"Well, I guess we just locate a divorce lawyer?"
guess,"Well, I guess we just find a divorce lawyer? ",speculate,"Well, I speculate we just find a divorce lawyer?"
answer,An annulment? Ross! I dont think surgerys the answer here.,reply,An annulment? Ross! I dont think surgerys the reply here.
whole,So where are we on the whole going back to the place where they have all the marriages thing? I love you.,entire,So where are we on the entire going back to the place where they have all the marriages thing? I love you.
right,"Yeah.  Were doing the right thing, right?",correct,"Yeah. Were doing the correct thing, right?"
whole,"Yeah. Yeah, actually um, I wanted to talk to you about that whole annulment thing?",entire,"Yeah. Yeah, actually um, I wanted to talk to you about that entire annulment thing?"
right,"Okay, look, how is this gonna affect you? Really? I mean you fill some form out once and a while and instead of checking the box that says Ms you check the box that says Mrs.! Its right next to it!",correct,"Okay, look, how is this gonna affect you? Really? I mean you fill some form out once and a while and instead of checking the box that says Ms you check the box that says Mrs.! Its correct next to it!"
right,"Does anyone else want to smack Ross right about now? Raise your hands. Okay, put them down before you stink out the person next to you.}",correct,"Does anyone else want to smack Ross correct about now? Raise your hands. Okay, put them down before you stink out the person next to you.}"
hard,That kid really kicked me hard on the plane.,difficult,That kid really kicked me difficult on the plane.
control,"Come on Pheebs! I cant take this anymore! Let-let me make it up to you. Huh?  Ground control to Major Tom. Commencing countdown, engines on. Take your protein pills and put your helmet on!",command,"Come on Pheebs! I cant take this anymore! Let-let me make it up to you. Huh? Ground command to Major Tom. Commencing countdown, engines on. Take your protein pills and put your helmet on!"
beautiful,Stop it! Stop it no! Thats not fair! Yknow I cant resist that beautiful voice!,gorgeous,Stop it! Stop it no! Thats not fair! Yknow I cant resist that gorgeous voice!
friend,"Pheebs, I am so sorry! I know I promised you a fun road trip with your friend and I didnt deliver. But-but-but now I know that you think being awake is an important part of friendship! So, so, so I will strive to-to stay awake for as long as I know you.",companion,"Pheebs, I am so sorry! I know I promised you a fun road trip with your companion and I didnt deliver. But-but-but now I know that you think being awake is an important part of friendship! So, so, so I will strive to-to stay awake for as long as I know you."
enjoy,"All right. Okay Chandler, enjoy your handful. ",relish,"All right. Okay Chandler, relish your handful."
right,"All right then, then nothing changes! Everything is great! Everything stays the same! And you go unpack because its been three days and its driving me insane!",correct,"All correct then, then nothing changes! Everything is great! Everything stays the same! And you go unpack because its been three days and its driving me insane!"
right,Are you hugging the door right now.,correct,Are you hugging the door correct now.
right,"Hey, so did everything go all right with the annulment?",correct,"Hey, so did everything go all correct with the annulment?"
right,"Yeah, were, were actually just gonna walk cause its right up there at the Angelica.",correct,"Yeah, were, were actually just gonna walk cause its correct up there at the Angelica."
usual,"In case youre wondering, and I know you are. Their names are all back to normal. Just in a slightly smaller font than usual to allow Courteney Cox Arquette to fit on one line and not be smaller than the rest of their names. Now, on with the show}",common,"In case youre wondering, and I know you are. Their names are all back to normal. Just in a slightly smaller font than common to allow Courteney Cox Arquette to fit on one line and not be smaller than the rest of their names. Now, on with the show}"
fit,"In case youre wondering, and I know you are. Their names are all back to normal. Just in a slightly smaller font than usual to allow Courteney Cox Arquette to fit on one line and not be smaller than the rest of their names. Now, on with the show}",suit,"In case youre wondering, and I know you are. Their names are all back to normal. Just in a slightly smaller font than usual to allow Courteney Cox Arquette to suit on one line and not be smaller than the rest of their names. Now, on with the show}"
finish,"No, no, I keep trying, yknow? I can get out, ""Joey, I have too"" but then I lose my nerve and I always finish with, ""go to the bathroom."" He may think Im sick.",complete,"No, no, I keep trying, yknow? I can get out, ""Joey, I have too"" but then I lose my nerve and I always complete with, ""go to the bathroom."" He may think Im sick."
exciting,I have some pretty exciting news!,thrilling,I have some pretty thrilling news!
find,"Okay, I gotta go find Rachel but umm, if you guys see her could you please try to give her some really bad news so that mine doesnt seem so bad? ",locate,"Okay, I gotta go locate Rachel but umm, if you guys see her could you please try to give her some really bad news so that mine doesnt seem so bad?"
big,"Ross, its not that big a deal! So youll been divorced three times, youll still have a life, youll go on dates",large,"Ross, its not that large a deal! So youll been divorced three times, youll still have a life, youll go on dates"
friend," Hi! Hi! Listen, my friend Ross is about to be divorced for the third time, but wouldnt you date him?",companion,"Hi! Hi! Listen, my companion Ross is about to be divorced for the third time, but wouldnt you date him?"
right,"And if you wait right here, Ill go get Ross. ",correct,"And if you wait correct here, Ill go get Ross."
middle,"I believe you. So, it was right in the middle of a staff meeting so of course no one else wants to correct her so everyone else is calling me Raquel! By the end of the day, the mailroom guys were calling me Rocky!",center,"I believe you. So, it was right in the center of a staff meeting so of course no one else wants to correct her so everyone else is calling me Raquel! By the end of the day, the mailroom guys were calling me Rocky!"
end,"I believe you. So, it was right in the middle of a staff meeting so of course no one else wants to correct her so everyone else is calling me Raquel! By the end of the day, the mailroom guys were calling me Rocky!",conclude,"I believe you. So, it was right in the middle of a staff meeting so of course no one else wants to correct her so everyone else is calling me Raquel! By the conclude of the day, the mailroom guys were calling me Rocky!"
finish,"Ill finish that one for those of you who dont know what theyre talking about. Where the towels are Hers and Hers and His, Threes Company too! Yeah, thats the theme song for Threes Company.}",complete,"Ill complete that one for those of you who dont know what theyre talking about. Where the towels are Hers and Hers and His, Threes Company too! Yeah, thats the theme song for Threes Company.}"
friend,"This is crazy! I mean, yes-yes Rachel is my good friend and I-I have loved her in the past, but now, she is just my wife! Phoebe, will you-will you help me out here?",companion,"This is crazy! I mean, yes-yes Rachel is my good companion and I-I have loved her in the past, but now, she is just my wife! Phoebe, will you-will you help me out here?"
right,I am so attracted to him right now.,correct,I am so attracted to him correct now.
middle,Yeah but we wont be able to like get up in the middle of the night and have those long talks about our feelings and the future.,center,Yeah but we wont be able to like get up in the center of the night and have those long talks about our feelings and the future.
